Total_decanoic acid_Mass,Total_decanoate_Mass,Total_decylamine_Mass,Total_decyl trimethylamine_Mass,Total_decylsulfate_Mass,Total_decanol_Mass,Total_monocaprin_Mass,num_vesicles
0.4054651081081644,0.36810932156439546,0.032467190137501496,0.8754687373538999,1.0116009116784799,0.3346849260471172,0.2963940130538024,4
1.791759469228055,0.6471032420585385,0.058268908123975775,0.0,0.7537718023763802,0.10660973505825823,0.33647223662121295,0
1.5314763709643886,0.3184537311185346,0.4510756193602167,0.521765563804325,0.6523251860396903,0.0,0.2468600779315258,1
0.3611648492115844,0.688134638736401,0.023716526617316044,0.0,1.3480731482996928,0.3869616365436047,0.43178241642553783,0
1.3862943611198906,0.2963940130538024,0.9555114450274363,1.3015531326648,0.3954147722546629,0.5681506903852601,0.1864795669426183,0
0.6205764877251099,0.4478858239921165,0.6043159668533296,0.7884573603642702,0.6232610530957788,0.37156355643248307,0.13802129789737466,1
0.7997569156182036,0.37500590062345585,0.178146185383474,0.6286086594223741,0.9360933591703348,0.7712649598238974,0.31481073984003355,2
0.7178397931503169,0.21913552991667093,0.35065687161316933,0.9745596399981308,0.6097655716208943,0.5723909794241455,0.2507587183471831,0
0.5247285289349821,0.1578580846155803,0.4700036292457355,0.0,1.0116009116784799,0.9162907318741551,0.32570013963930183,0
0.965080896043587,0.0,1.259880436264232,0.11778303565638346,0.4762341789963716,0.661398482245365,0.23901690047049992,0
0.02273948696948943,0.6339278208999741,0.0,0.0,1.6534547978508747,0.7359671777428735,0.4510756193602167,0
0.9262410627273231,0.6754922453212245,0.0,0.0,1.0116009116784799,0.48858001481867097,0.36810932156439546,0
0.7997569156182036,0.7419373447293773,0.5247285289349821,0.02176149178151269,0.9360933591703348,0.5068176023684519,0.1988508587451652,0
1.552867560945706,0.3886579897917831,0.7178397931503169,0.688134638736401,0.7055697005585024,0.645793484176475,0.17898265552844,1
0.5567545556543905,0.412109650826833,0.08892620919440151,0.0,1.33500106673234,0.6299411046561527,0.1988508587451652,0
1.5633939739326936,0.44468582126144574,0.1806534996932576,0.0,0.6418538861723948,0.6015799870344548,0.07138999608667294,0
0.4731237565819792,0.27383666562972786,0.0,0.008959741371471904,1.55814461804655,0.24607852259670565,0.33289441527332897,0
0.7178397931503169,0.8109302162163288,0.32570013963930183,0.0,0.9839493803479699,0.0820407103362095,0.27383666562972786,0
0.5364933705145685,0.0,0.3852624007906449,0.0,1.2237754316221157,0.3663777194001176,0.4414755456311975,1
0.03343477608623739,0.6097655716208943,0.636576829071551,0.0,1.259880436264232,0.4510756193602167,0.35417181372061385,0
1.0986122886681098,0.07325046173959267,0.12044615307586716,0.7537718023763802,0.5335651107354801,0.23783510005719943,0.27002713721306015,0
